悪化,増悪,退転,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
はびこる,広がる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ひるむ,後じさる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
泥沼,沼地,湿地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元凶,首謀,梟雄,巨魁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
敵意,反感,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
監獄,牢獄,獄舎,牢屋,囹圄,人屋,牢屋敷,獄屋,牢舎,囹圉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
窮乏,困窮,疲弊,窮迫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ちらつく,揺らめく,震える,はためく,ブルブルする,ちらめく,ちらちらする,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銃撃,発砲,射撃,発射,放免,射出,罷免,着火,放逐,免官,放出,馘首,流出,放流,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冷や汗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
即刻,直ぐに,一瞬,すぐに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
反逆,謀反,叛逆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蝕む,虫食む,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
祟り,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
共犯,共謀,従犯,連累,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鞭打つ,むち打つ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
横暴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
見放す,見限る,捨て去る,棄てる,見切る,打ち捨てる,棄て去る,振りすてる,振り捨てる,見きる,見すてる,捨てさる,打ち棄てる,振捨てる,打棄てる,打捨てる,見棄てる,見離す,見かぎる,,,,,,,,,,,,,,,,,,,,,,,,,
自白,自供,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
過重,ヘビー,ヘヴィ,重たげ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
懲罰,懲戒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
衰退,衰弱,衰微,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幻聴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
勾留,収監,拘置,監禁,禁固,幽閉,入所,分娩,幽囚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
踏みつける,踏む,踏付ける,踏み付ける,踏ん付ける,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
軋轢,不和,摩擦,衝突,もめ事,フリクション,激突,紛紜,揉事,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
しに,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
痛々しい,いたいたしー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
障る,触る,及ぼす,関わる,係る,関る,差し響く,及す,左右する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仕打ち,言動,態度,身持ち,行状,振舞い,素行,行儀,仕方,所作,身性,身状,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ノイローゼ,のいろーぜ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
失明,盲目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
焦燥,いら立ち,苛だたしさ,わずらわしいこと,苛立たしさ,煩わしさ,煩さ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘲罵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卑怯,卑劣,姑息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
窒息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
所為,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
温床,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
脱走,逃走,出奔,逃散,雲隠れ,退散,遁走,エスケープ,逸走,とんずら,逃遁,遁逃,奔逸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
失神,気絶,昏倒,卒倒,失心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヒステリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前科,犯歴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
昏睡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
バッシング,非難,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
プレッシャー,重圧,圧迫,圧力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
言い争い,言い合い,口論,あらそい,口争い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
突き落とす,廃す,廃する,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
人殺し,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
逃げ場,避難,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着服,横領,横取り,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
締め付け,締めつけ,緊縮,引締,締付,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非合法,違法,不法,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
身の上,境遇,幸せ,運命,宿命,因縁,命運,天意,天命,運勢,倖,天運,運気,命数,回り合わせ,仕合せ,倖せ,宿運,因縁尽く,暮らし向き,宿縁,宿世,定事,仕合わせ,回り合せ,巡り合わせ,,,,,,,,,,,,,,,,,,
餓死,がし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
かんきん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
凄惨,悽惨,惨憺たる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手痛い,ていたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
後戻り,逆戻り,逆もどり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
暴挙,乱行,ゲバルト,暴状,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
餌食,獲物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常習,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
狂人,気違い,気狂い,瘋癲,き印,キ印,乱人,狂者,風癲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
栄養失調,えーよーしっちょー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虐げる,しーたげる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
失態,過ち,ミス,誤り,間違い,誤ち,失体,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
忌避,敬遠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
常套,因襲,因習,仕来り,風習,慣習,恒例,慣例,伝統,旧習,しきたり,習慣,慣行,習俗,在来,俗習,御定まり,流俗,御定り,旧套,古格,仕来たり,,,,,,,,,,,,,,,,,,,,,,
根深い,ねぶかい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
打ちのめす,打ち倒す,押し倒す,打倒す,引き落とす,転がす,なぐり倒す,たたき伏せる,叩き伏せる,押倒す,引き倒す,叩きふせる,叩伏せる,突き倒す,ぶっ倒す,叩きのめす,引倒す,張り倒す,うち倒す,殴り倒す,,,,,,,,,,,,,,,,,,,,,,,,
失意,やけくそ,やけっぱち,捨鉢,捨て鉢,自暴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
むごい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ダンピング,不当廉売,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
うろたえる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不義,密通,不品行,不調法,不行状,無調法,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拘禁,抑留,禁足,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
梅毒,ジフィリス,シフィリス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
げっぷ,おくび,噯気,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エクスキューズ,言い分け,申し開き,言い開き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
アル中,あるちゅー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
厳に,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
リンチ,りんち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
忌まわしい,いまわしー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
審問,尋問,審尋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不衛生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
事犯,重罪,重犯,犯行,凶行,辟,兇行,不法行為,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嘲る,からかう,あざ笑う,嘲笑う,嘲う,揶揄う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
おぞましい,おぞましー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陰湿,陰鬱,陰気,暗鬱,憂鬱,荒涼たる,暗黒,重苦しげ,陰々たる,陰陰滅滅,辛気臭い,蕭条たる,沈鬱,靉靆たる,辛気くさい,暗澹たる,落莫たる,蕭殺たる,陰気くさい,陰気臭い,陰陰たる,蕭然たる,蕭蕭たる,陰欝,グルーミー,暗然たる,鬱鬱たる,寂寞たる,鬱々たる,遣瀬無い,遣る瀬ない,遣瀬ない,闇黒,気欝,遣る瀬無い,暗晦,気鬱,,,,,,,
除名,破門,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大病,重病,大患,重患,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
物乞い,乞食,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
悪寒,寒気,身震い,身ぶるい,寒け,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
耐え忍ぶ,生きる,生きのびる,耐える,生き延びる,乗り越える,頑張る,生き残る,乗り切る,持ちこたえる,持つ,生残る,堪え忍ぶ,乗りきる,堪る,生き長らえる,永らえる,生きのこる,持ち堪える,乗切る,持堪える,耐忍ぶ,生抜く,乗越える,,,,,,,,,,,,,,,,,,,,
自暴自棄,じぼーじき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
負い目,負債,債務,借款,借り入れ,借入,借銭,借銀,負目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叱責,叱咤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
看守,警備,監視,警護,防備,心配り,警衛,後見,護衛,用心,防衛,守備,警戒,守護,防護,警固,ガード,心くばり,警守,,,,,,,,,,,,,,,,,,,,,,,,,
裏切り者,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
心労,心痛,煩悶,悩乱,焦慮,物案じ,憂患,憤悶,煩慮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不運,hard luck,ハードラック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
烙印,点数,マーク,験,徴,目印,記号,マルク,標,符号,正鵠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不仲,確執,仲違い,仲たがい,敵対,齟齬,不一致,葛藤,相克,不調和,波風,相剋,間隙,風波,小波,漣,さざ波,ちぐはぐさ,細波,,,,,,,,,,,,,,,,,,,,,,,,,
辱める,汚す,襲う,姦する,穢す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
職業病,しょくぎょーびょー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蔑視,軽蔑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マザコン,まざこん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取り乱す,狂う,取乱す,取りみだす,とり乱す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拘留,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
回りくどい,まわりくどい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不徳,不道徳,悪徳,淫風,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
侮蔑,軽侮,軽べつ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
板挟み,板ばさみ,ジレンマ,ディレンマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
咎め,糾弾,難詰,批難,問責,そしり,指弾,非議,誹議,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
禁断症状,きんだんしょーじょー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
見殺し,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
恫喝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冷笑,嘲弄,嗤笑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肺結核,はいけっかく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
刺し殺す,さしころす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上塗り,塗装,コーティング,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無策,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
苛烈,激烈,峻烈,猛烈,痛烈,甚大,激甚,劇甚,酷烈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
パニック,錯乱,混乱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叱りつける,叱る,叱する,叱りとばす,怒り付ける,叱り飛ばす,叱り付ける,怒りつける,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
末路,結末,最期,終焉,終幕,幕切れ,最終,おしまい,最後,終結,仕舞い,終り,終末,末期,終盤,結尾,終局,終わり,消滅,末尾,終点,閉幕,完,エンド,終期,フィニッシュ,御仕舞,終い,御仕舞い,終尾,お仕舞い,末つ方,,,,,,,,,,,,
流血,出血,溢血,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
賃下げ,減給,減俸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
悪評,破廉恥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
夜尿症,よるにょーしょー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
うめき声,唸り,号泣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
害悪,害毒,危害,傷痍,怪我,負傷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
怒り狂う,暴れる,荒れ狂う,猛る,たけり狂う,暴れ狂う,荒狂う,荒れくるう,猛り狂う,猛りくるう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
悪態,罵り,ののしり,悪罵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
切りつける,彫る,削る,刻む,切り付ける,切付ける,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
揉め事,小競り合い,いざこざ,紛争,小競合い,争いごと,争い事,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無様,不恰好,不細工,不格好,不様,ぶざま,無細工,無格好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不合理,非常識,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弾劾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
暴徒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
護送,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
廃人,癈人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
足止め,足留め,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
だたい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巻き添え,余波,迸り,トバッチリ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無抵抗,非免疫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不随,麻痺,中風,中気,痲痺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ギロチン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無能力,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
密売,密輸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
殴りつける,打ち付ける,叩く,撲る,打付ける,打っ飛ばす,ぶっ飛ばす,打っ付ける,擲る,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
見せしめ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
雑言,罵倒,痛罵,冷罵,唾罵,漫罵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ネグレクト,放置,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
責め立てる,いたぶる,悩ます,苛める,苛む,責苛む,責めさいなむ,煩わす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
すり減らす,磨り減らす,摩減らす,擦り切る,摩れる,すり減る,摩切れる,摩り切れる,摩り切る,磨減る,擦切れる,擦れる,磨り減る,磨れる,擦り切れる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
躁鬱病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
呵責,歪曲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蛮行,バーバリズム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ふどーとく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
幇助,加担,荷担,助勢,援助,介助,手助け,救護,支援,救助,救済,補佐,介添,賛助,世話,与力,肩入れ,扶助,助力,力添え,救援,加勢,輔佐,助成,補助,人助け,介添え,ヘルプ,協賛,お手伝い,応援,合力,アシスト,補翼,羽翼,手だすけ,加功,輔助,御手伝い,輔翼,扶翼,誘掖,助く,力ぞえ
虚脱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
事実無根,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
諍い,言い争う,いさかい,言い合う,言いあい,言いあらそい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
圧政,圧制,制圧,苛斂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やり返す,言い返し,言いかえし,遣り返す,言返す,遣返す,言返し,云返し,言いかえす,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仮死,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
不作為,沈滞,不活動,不活性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
呪詛,調伏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
死に絶える,滅びる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
汚らしい,きたならしー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
凍傷,凍瘡,しもやけ,霜焼け,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ヘロイン,へろいん,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
殴り合い,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
罵詈,無礼,謗り,誹り,譏,侮言,罵言,悪言,謗言,譏り,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
けしかける,唆す,煽る,あおる,焚きつける,そやす,嗾す,嗾ける,焚き付ける,煽てる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壊疽,壊死,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
臆病者,小心者,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
失政,悪政,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
半身不随,はんしんふずい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
嗚咽,すすり泣き,啜り泣き,欷歔,歔欷,啜泣,欷泣,歔泣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
死罪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
絞首刑,こーしゅけー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
村八分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弱腰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
癩病,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
怨恨,怨嗟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
相撃ち,相討ち,引き分け,別け,引分け,タイゲーム,タイスコアー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
極刑,刑戮,エクスキューション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
毒殺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
片端,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
殺める,損ずる,害う,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紛い,インチキ,いかさま,まがい物,いんちき,偽物,贋物,フェイク,まやかし,贋作,天麩羅,テンプラ,がせ,偽作,にせ物,まがいもの,如何物,ニセ物,紛い物,,,,,,,,,,,,,,,,,,,,,,,,,
あくどい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
口げんか,くちげんか,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
やり口,手口,手立て,途方,手法,方途,筋道,方法,手段,仕法,メソッド,術,詮,方術,メソード,仕様,方式,遣り口,,,,,,,,,,,,,,,,,,,,,,,,,,
斬首,断頭,断罪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
薄汚い,うすぎたない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
意固地,頑固,かたくな,狷介,強情,一徹,一刻,一概,えこじ,いこじ,依怙地,情強,固陋,頑な,頑固一徹,片意地,剛情,,,,,,,,,,,,,,,,,,,,,,,,,,,
失職,失業,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吐血,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
お仕置き,天罰,成敗,天誅,御仕置き,科罰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
もみ消す,揉消す,揉み消す,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
悔恨,悵恨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
とばっちり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
姦通,姦淫,間男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血みどろ,血まみれ,血だらけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
駆け落ち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
手詰まり,膠着,行き詰まり,行き詰り,袋小路,行き止まり,行き止り,行きあたり,行きづまり,行止り,手詰り,行止まり,行詰り,行きどまり,行き当たり,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
裂傷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日射病,にっしゃびょー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辛辣,遺恨,欝憤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
悪あがき,奮戦,抗戦,辛棒,悪足掻き,抗拒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
食らわせる,くらわせる,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
重婚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
心ならずも,こころならずも,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
回し者,スパイ,間者,密偵,間諜,犬,いぬ,探,廻し者,まわし者,諜者,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
おーばーわーく,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インポテンツ,インポテンス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大罪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
堪忍袋,がまんふくろ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
風土病,ふーどびょー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
無感覚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取っ組み合い,とっくみあい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虐める,嬲る,責め苛む,嘖む,甚振る,切り苛む,小突き回す,小突回す,いびる,小衝く,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
依怙贔屓,えこひーき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
